Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
start_eb3142cd	Alice	Your future as a Mage depends on your performance here. Beginning tomorrow, over the next seven days you will be going through various exams.	game/script.rpy	249	Alice "[what]"
start_63dbcfa9	Alice	Potions...	game/script.rpy	250	Alice "[what]"
start_84983769	Alice	Artificing...	game/script.rpy	251	Alice "[what]"
start_474dfe98	Alice	And importantly, combat...	game/script.rpy	252	Alice "[what]"
start_5939c877	Alice	Do your best.	game/script.rpy	253	Alice "[what]"
start_e98f199b	Alice	Eileen, would you like to say a few words.	game/script.rpy	254	Alice "[what]"
start_bf4e5376	Narrator	Eileen raises an eyebrow, she seems uninterested, if a little annoyed.	game/script.rpy	258	Narrator "[what]"
start_3ef7cc85	Narrator	She clears her throat.	game/script.rpy	259	Narrator "[what]"
start_1f099f0b	Eileen	It could be {i}years{/i} before you have another chance to leave the Scholomance. If you botch it, I assure you, you {i}will{/i} regret it.	game/script.rpy	261	Eileen "[what]"
start_b131a5ca	Eileen	Your peers will pity you and use your story to fuel their aspirations.	game/script.rpy	262	Eileen "[what]"
start_f6e2b66f	Eileen	Your life will remain in stagnation. Studying and learning under lecturers who care little for you, to leave a place you barely grew beyond.	game/script.rpy	263	Eileen "[what]"
start_1c7d4d4e	Eileen	Consider this your only chance at life.	game/script.rpy	264	Eileen "[what]"
start_29f0cec6	Narrator	You notice Alice's smile fade as she bites the inside of her cheek.	game/script.rpy	267	Narrator "[what]"
start_c1e6e41d	Alice	Great... Great. Thank you for your advice, Inquisitor Eileen.	game/script.rpy	269	Alice "[what]"
start_fd7d2605	Alice	As for my own advice... Every licenced Mage has been through the Summit. It's the final test we undertake as student mages.	game/script.rpy	270	Alice "[what]"
start_90a22f12	Alice	I have unwavering trust that you each have it in you to succeed.	game/script.rpy	271	Alice "[what]"
start_6b732206	Alice	You're only here for {i}seven days{/i}, pupils. Make those days count.	game/script.rpy	272	Alice "[what]"
start_0696eca6	Alice	And remember to ask yourself. What is it you desire from this place? Let that motivate you.	game/script.rpy	273	Alice "[what]"
start_713ca582	Narrator	You wonder whether she'd prepared that speech. Her demeanor seemed to shift almost as a counterpoint to Inquisitor Eileen.	game/script.rpy	275	Narrator "[what]"
start_7fa9b45b	Narrator	Alice clears her throat once more, clasping her hands together to wait for the room to settle. Inquisitor Eileen glares at the white haired to your right. The room quiets.	game/script.rpy	276	Narrator "[what]"
start_61fd9c9c	Alice	As it is your first night here, I'll allow you all to settle a bit.	game/script.rpy	278	Alice "[what]"
start_babe8da0	Alice	However... curfew is 9pm. You should be in your dorms by then. Whether you study the night away or sleep the moment you pretty little heads touch your bed doesn't matter to me.	game/script.rpy	279	Alice "[what]"
start_53c19651	Alice	But I implore you to please, remain in your dorms. The Summit is an ancient place, filled with ancient spells that we do not have that much control over.	game/script.rpy	280	Alice "[what]"
start_182a97e5	Alice	If you're out past curfew and something awful happens to you...	game/script.rpy	281	Alice "[what]"
start_3dbc10c5	Eileen	I will write your parents and tell them you died being an imbeciel.	game/script.rpy	282	Eileen "[what]"
start_d3c85c0d	Eileen	Stay in your dorms. Understood?	game/script.rpy	283	Eileen "[what]"
start_eabda163	Narrator	Eileen looks around the room.	game/script.rpy	285	Narrator "[what]"
start_b18aa023	Eileen	Good.	game/script.rpy	287	Eileen "[what]"
start_986e5431	Alice	We'll be in the teachers lounge.	game/script.rpy	288	Alice "[what]"
start_7c84ec85	Narrator	The two of them step away, climbing the staircase only to disappear through a heavy oaken door.	game/script.rpy	290	Narrator "[what]"
start_456eca42	Narrator	Still damp from the rain, you look around you at the students you only vaguely know.	game/script.rpy	291	Narrator "[what]"
start_d9ae2b2a	Narrator	The Scholomance holds every training mage. None of your friends were chosen alongside you to take the exam. Part of you feels alone.	game/script.rpy	292	Narrator "[what]"
start_9c29b172		You wonder whether you should break the ice.	game/script.rpy	297	"[what]"
introduction_menu_4fa124f8	Narrator	What should you do?	game/script.rpy	302	Narrator "[what]"
introduction_menu_67477c0c	Narrator	You make your way to bed.	game/script.rpy	328	Narrator "[what]"
Night0Dorms_9e22f06f	Narrator	The dormitory isn't what you expected. Rather than the individual rooms you had back at the Scholomance, meek and cramped, there is an exposed dormitory.	game/script.rpy	346	Narrator "[what]"
Night0Dorms_9611ac3d	Narrator	A floor sepearated into enclosed bed-spaces and study areas -- visible to one another from certain angles.	game/script.rpy	347	Narrator "[what]"
Night0Dorms_f9c9dba6	Narrator	At least the beds look comfortable. You notice your luggage at the foot of a sprawling, purple, curtained bed. Looking up you notice the sky is still visible, though it doesn't seem to be through glass.	game/script.rpy	348	Narrator "[what]"
Night0Dorms_f88c229d	Narrator	It's a spell. You feel it as you analyse it. Swirling patterns, images, all moving to form the illusion of a night sky. Looking at it makes you tired.	game/script.rpy	349	Narrator "[what]"
Night0Dorms_06d11ade	Narrator	A few other students are already unpacking as you get to your bed. You notice Melody, sleepmask on as she sits in bed. You can't tell if she's sleeping.	game/script.rpy	350	Narrator "[what]"
Night0DormsMenu_b46f59eb		It's late.	game/script.rpy	354	"[what]"
BMEL05_b01937f6	Melody	Oh, you're still up. I'm usually in bed pretty early, but I spend a lot of time reading under the covers.	game/script.rpy	361	Melody "[what]"
BMEL05_c04950df	Melody	Not saying you have to be quiet if you're walking around, I sleep like the dead. Honestly, learning that light spell back at the Scholomance made my life a million times easier. 	game/script.rpy	362	Melody "[what]"
BMEL05_cd0af2c5	Melody	Yeah... wait, do you not know it? Maybe you missed that class, I should have it somewhere in my bag.	game/script.rpy	367	Melody "[what]"
BMEL05_b750be4d	Melody	If you want it, let me know.	game/script.rpy	369	Melody "[what]"
BMEL05_f92a6286	Melody	No worries. Is there something you wanted to talk about? You know, since you're here and all?	game/script.rpy	374	Melody "[what]"
BMEL05_d90f211d	Narrator	Melody smiles warmly. You can tell that she isn't all that tired.	game/script.rpy	383	Narrator "[what]"
BMEL05_0eaec10e	Narrator	You get into the bed. The fresh-linen scent hits you as you seep deeper in. Above you, the illusory stars twinkle move ever so slightly toward a fake horizon. The world around you seems to fade...	game/script.rpy	426	Narrator "[what]"
BMEL05_aecab7bc	Narrator	Sneaking out on the first night... even your gut tells you that's not wise.	game/script.rpy	432	Narrator "[what]"
BMEL05_df61d49c	Narrator	You stand up. The other students turn their gaze away from you. Perhaps they don't want to be witnesses.	game/script.rpy	433	Narrator "[what]"
BMEL05_ec6ba584	Narrator	You step along the floor, your shoes quiet against the polished marble. When you reach the door you near nothing but silence.	game/script.rpy	434	Narrator "[what]"
BMEL05_2e8ac532	Narrator	Your hand twists the handle. Are you sure you want to proceed?	game/script.rpy	435	Narrator "[what]"
BMEL05_fc1e5cab	Narrator	You twist the handle. It's unlocked.	game/script.rpy	440	Narrator "[what]"
BMEL05_fa269a9d	Narrator	You exit the dormitory.	game/script.rpy	441	Narrator "[what]"
BMEL05_759d0b1d	Narrator	You turn back. It's probably wise to sleep.	game/script.rpy	447	Narrator "[what]"
Night0Corridor_2f2e2587	Narrator	The dull midnight moonlight casts through the windows and along the marble at your feet. You notice that the windowed cloisters overlooking the courtyard are now clear.	game/script.rpy	464	Narrator "[what]"
Night0Corridor_0b5e5b73	Narrator	Allowing you to view the Great Mage tree in it's centre. You have read about the tree before. Some say it's enchanted, others say it's much older than Mages.	game/script.rpy	465	Narrator "[what]"
Night0Corridor_038b852b	Narrator	Whatever the answer, it's not something you want to question.	game/script.rpy	466	Narrator "[what]"
Night0Corridor_1822ffbb	Narrator	You press along the corridor, ignoring the feeling of eyes on your back.	game/script.rpy	467	Narrator "[what]"
Night0CorridorChoices_198f1472	Narrator	Where are you going?	game/script.rpy	470	Narrator "[what]"
Night0CorridorChoices_c620c93f	Narrator	You return to the dormitory and get into the bed. The fresh-linen scent hits you as you seep deeper in. Above you, the illusory stars twinkle move ever so slightly toward a fake horizon. The world around you seems to fade...	game/script.rpy	487	Narrator "[what]"
Night0Atrium_ba96674e	Narrator	The Atrium is still magnificent. You see moonlight flicker through the stain glass window...	game/script.rpy	498	Narrator "[what]"
Night0Atrium_c4fc7e53	Narrator	But you also notice that the spell conjuring the two, twin moons, is in effect, casting faux-moonlight along the floor.	game/script.rpy	499	Narrator "[what]"
Night0Atrium_5c0f0137	Narrator	It's quiet. Quieter than you remember.	game/script.rpy	500	Narrator "[what]"
Night0Atrium_e2daf505	Narrator	It takes you a moment to place the difference... the water, there's no longer the sound of running water.	game/script.rpy	501	Narrator "[what]"
Night0Atrium_5d36ac23	Narrator	All you hear is your footsteps, and the distant wind as it caresses the entrance.	game/script.rpy	502	Narrator "[what]"
Night0Atrium_ca2f6336	Narrator	Part of you wonders whether you could simply escape. Run off to a distant land.	game/script.rpy	503	Narrator "[what]"
Night0Atrium_89e3efef	Narrator	Whether you could run into the woods and never think of the Summit, or the Scholomance again.	game/script.rpy	504	Narrator "[what]"
Night0Atrium_8f89e396	Narrator	Or whether you'd simply die trying to descend.	game/script.rpy	505	Narrator "[what]"
Night0Atrium_5b43063e	Narrator	Then you hear something break the silence.	game/script.rpy	506	Narrator "[what]"
Night0Atrium_1297d698	Narrator	A splash. The pitter-patter of feet against water. Sloshing like emerging from a bathtub.	game/script.rpy	507	Narrator "[what]"
Night0Atrium_4c93330b	Narrator	You follow the noise, hiding behind a pillar. You still your breath.	game/script.rpy	512	Narrator "[what]"
Night0Atrium_ef4e0136	Narrator	You stay stood out in the open. You expect Eileen or Alice to emerge.	game/script.rpy	517	Narrator "[what]"
Night0Atrium_6b9dde71	Narrator	To toss you back to the Scholomance like a discarded ragdoll.	game/script.rpy	518	Narrator "[what]"
Night0Atrium_54575f1d	Narrator	Your heart races. You try and find the source of the noise. Looking over at the large, green, window -- expecting at any moment see Eileen.	game/script.rpy	522	Narrator "[what]"
Night0Atrium_d1fcdc55		{i}{b}slosh, slosh, slosh.{/b}{/i}	game/script.rpy	523	"[what]"
Night0Atrium_ceea404c	Narrator	The noise moves to the moons. More specifically, to the grate below them. You listen as something pushes the grate up, and with effort, tries to push through.	game/script.rpy	524	Narrator "[what]"
Night0Atrium_62f2b2b0	Narrator	You creep closer, noticing a white hand twist upward. Whatever is down there isn't small enough to squeeze through.	game/script.rpy	529	Narrator "[what]"
Night0Atrium_88f15c49	Narrator	You move closer. Crouching below the moons, gingerly shuffling until you can see something below.	game/script.rpy	530	Narrator "[what]"
Night0Atrium_abdd193c	Narrator	Staring up at you, is a silhouette. You can't make out features in the darkness, but you can hear it move in the shallow water.	game/script.rpy	531	Narrator "[what]"
Night0Atrium_5357ae90	Narrator	You call out into the darkness, your voice barely above a whisper.	game/script.rpy	536	Narrator "[what]"
Night0Atrium_2138d4b9	Narrator	The silhouette stirs. You feel it's eyes meet yours, you feel like prey.	game/script.rpy	537	Narrator "[what]"
Night0Atrium_cb04c899	Narrator	After a moment, as the moonlight twists and turns as the moons rotate, a shaft pushes into the darkness.	game/script.rpy	538	Narrator "[what]"
Night0Atrium_2ca440da	Narrator	Revealing another Doll. Alice. Trapped below the sewer grates.	game/script.rpy	539	Narrator "[what]"
Night0Atrium_cf60328c	NotAlice	Good evening, pupils.	game/script.rpy	543	NotAlice "[what]"
Night0Atrium_5a65a1ba	NotAlice	I'm Inquisitor Alice.	game/script.rpy	544	NotAlice "[what]"
Night0Atrium_beab4f4d	NotAlice	Great... Great.	game/script.rpy	548	NotAlice "[what]"
Night0Atrium_3ce28f15	NotAlice	The ceremony hasn't begun yet.	game/script.rpy	549	NotAlice "[what]"
Night0Atrium_9a213a3d	Narrator	The doll talks in an awkward cadence. It's almost detached as it looks up at you.	game/script.rpy	553	Narrator "[what]"
Night0Atrium_fa83002f	Narrator	The doll reaches up once more.	game/script.rpy	554	Narrator "[what]"
Night0Atrium_2142f537	NotAlice	We had the ceremony earlier.	game/script.rpy	556	NotAlice "[what]"
Night0Atrium_2b28bf4c	NotAlice	What is it you desire...	game/script.rpy	557	NotAlice "[what]"
Night0Atrium_905ea67e	Narrator	You become aware that the doll is asking something of you.	game/script.rpy	559	Narrator "[what]"
Night0Atrium_46513a4f	Narrator	The intensity of its gaze only strengthens as its eyes fixate on you.	game/script.rpy	560	Narrator "[what]"
Night0Atrium_2b28bf4c_1	NotAlice	What is it you desire...	game/script.rpy	562	NotAlice "[what]"
Night0Atrium_9430e000	NotAlice	... from this place?	game/script.rpy	563	NotAlice "[what]"
Night0Atrium_ae1c59d3	NotAlice	Find... Inquisitor Alice... past curfew... I implore you... ancient place...	game/script.rpy	575	NotAlice "[what]"
Night0Atrium_f971af73	Narrator	The hand points behind you. To the entry way you first arrived through. The Summit's entrance.	game/script.rpy	577	Narrator "[what]"
Night0Atrium_8d47eeab	NotAlice	I must lock the doors behind you.	game/script.rpy	579	NotAlice "[what]"
Night0Atrium_c06b1117	NotAlice	Find... Inquisitor Alice	game/script.rpy	580	NotAlice "[what]"
Night0Atrium_066ce733	Narrator	The doll dips down into the shadows once more -- arm retracting back as though an invisible puppetmaster yanked its string.	game/script.rpy	582	Narrator "[what]"
Night0Atrium_a0f827f5	Narrator	You hear the sound of the water return once more.	game/script.rpy	583	Narrator "[what]"
Night0Atrium_96a91f29	Narrator	You stand, heart pounding in your chest.	game/script.rpy	584	Narrator "[what]"
Night0Atrium_704360cb	Narrator	It's late. You know it's time to go to sleep.	game/script.rpy	585	Narrator "[what]"
Night0Atrium_e2897e13	Narrator	You return to the dormitory and get into the bed.	game/script.rpy	586	Narrator "[what]"
Night0Atrium_492a2c88	Narrator	The fresh-linen scent hits you as you seep deeper in. Above you, the illusory stars twinkle ebb ever so slowly toward a fake horizon. The world around you seems to fade...	game/script.rpy	587	Narrator "[what]"
Night0Atrium_d588b869	Narrator	But you can't help but wonder...	game/script.rpy	588	Narrator "[what]"
Night0Atrium_a31cfa54	Narrator	...what was that?	game/script.rpy	589	Narrator "[what]"
Night0Atrium_34ea1ee5	Narrator	And why do you still feel its gaze?	game/script.rpy	590	Narrator "[what]"
Night0Atrium_4705f183	Narrator	Something in you stirs. You know this place isn't for you.	game/script.rpy	599	Narrator "[what]"
Night0Atrium_c57b17b2	Narrator	You turn, walking away from the moons, from the grate, and from whatever calls itself Alice beneath it.	game/script.rpy	600	Narrator "[what]"
Night0Atrium_2b0f8e60	Narrator	You turn back for one last glimpse -- it's hand upreaching, glowing in the moonlight, as though it's holding the moons in place.	game/script.rpy	601	Narrator "[what]"
Night0Atrium_8fd170f6	Narrator	You leave the Atrium.	game/script.rpy	602	Narrator "[what]"
Night0Atrium_29892709	Narrator	You turn and run, heart pounding in your chest.	game/script.rpy	609	Narrator "[what]"
Night0Atrium_ce115a0b	Narrator	When you make it to the Atrium entrance, you take a look back to see a hand twisting below the moons.	game/script.rpy	610	Narrator "[what]"
Night0Atrium_d3651fb6	Narrator	You run.	game/script.rpy	611	Narrator "[what]"
Night0Atrium_8fd170f6_1	Narrator	You leave the Atrium.	game/script.rpy	612	Narrator "[what]"
Night0Library_debd8e94	Narrator	The library door is heavy as you push it open. Inside is complete darkness.	game/script.rpy	623	Narrator "[what]"
Night0Library_39923f6a	Narrator	You summon a light to your hands, Melody's spell resonating. You're surprised how simple it is.	game/script.rpy	627	Narrator "[what]"
Night0Library_7855bc51	Narrator	It's too dark to see anything. Without a light, you cannot enter.	game/script.rpy	632	Narrator "[what]"
Night0Library_c904044d	Narrator	The spell casts eerie light over the library. The silence seems uncanny as you step inside -- looking over the stacks of thick books and tomes.	game/script.rpy	636	Narrator "[what]"
Night0Library_9ad831e9	Narrator	Shadows dance along the walls -- remnants clouds through the skylight.	game/script.rpy	637	Narrator "[what]"
Night0Library_4d62c0d9	Narrator	Despite the prickly feeling on your neck, you know you're alone.	game/script.rpy	638	Narrator "[what]"
Night0Library_de185ad8	Narrator	In the distance, you notice a gated door, a great padlock stopping you.	game/script.rpy	639	Narrator "[what]"
Night0Library_ac861978	Narrator	Yet you cant help but approach it. There's an aura to it, as though moving towards honey-scented wood.	game/script.rpy	640	Narrator "[what]"
Night0Library_f8017d83	Narrator	You can feel great magic, as though spectral fingers are luring you closer. Twisting and spiralling.	game/script.rpy	641	Narrator "[what]"
Night0Library_f29f481d	Narrator	You breathe it in...	game/script.rpy	642	Narrator "[what]"
Night0Library_1436d913	Narrator	Whatever is behind the door is old magic.	game/script.rpy	643	Narrator "[what]"
Night0Library_5d494cc1	Narrator	Those scents, dewdrops on grass, honey warmed up, feel intrinsic to you.	game/script.rpy	644	Narrator "[what]"
Night0Library_12c8af93	Narrator	They feel intimate.	game/script.rpy	645	Narrator "[what]"
Night0Library_607ebb2c	Narrator	More apart of you than your beating heart.	game/script.rpy	646	Narrator "[what]"
Night0Library_e79e9aa4	Narrator	You lift your light higher and look over the old paper label above the door.	game/script.rpy	647	Narrator "[what]"
Night0Library_325842f9	Narrator	{b}The Archives{/b}.	game/script.rpy	648	Narrator "[what]"
Night0Library_99306cf3	Narrator	The chains are strong. The lock seems unbreakable.	game/script.rpy	653	Narrator "[what]"
Night0Library_77bc0a96	Narrator	You need a key.	game/script.rpy	654	Narrator "[what]"
Night0Library_84c8d76d	Narrator	You kill the urge to move closer. You don't know where you find the determination.	game/script.rpy	659	Narrator "[what]"
Night0Library_907f6b76	Narrator	You know there is nothing for you here.	game/script.rpy	660	Narrator "[what]"
Night0Library_2dc18bed	Narrator	Nothing yet...	game/script.rpy	661	Narrator "[what]"
Night0Library_17da4257	Narrator	The moonlight reminds you how late it's getting. You head back to the corridor.	game/script.rpy	665	Narrator "[what]"
Night0Courtyard_9139101b	Narrator	As you walk around the corridors, you realise there is no way into the courtyard. In fact, you realise it's not quite a courtyard, but a greenhouse.	game/script.rpy	675	Narrator "[what]"
Night0Courtyard_421329f2	Narrator	The tree at its centre seems to have it's own energy. The more you look at it, the more you feel watched.	game/script.rpy	676	Narrator "[what]"
Night0Courtyard_159d0b07	Narrator	You're certain it's locked in there for the best.	game/script.rpy	677	Narrator "[what]"
Night0Courtyard_9b9f970e	Narrator	You should go somewhere else.	game/script.rpy	678	Narrator "[what]"
Morning1Dorms_9b797a7c	Narrator	You notice Alice enter the dormitory before she announces herself. The morning light pours in through the curtained windows...	game/script.rpy	700	Narrator "[what]"
Morning1Dorms_0e7f8813	Narrator	It seems no student decided to close them.	game/script.rpy	701	Narrator "[what]"
Morning1Dorms_b9f11289	Narrator	You look around, waiting for someone to make a move.	game/script.rpy	702	Narrator "[what]"
Morning1Dorms_92b2e747	Alice	Good morning, pupils.	game/script.rpy	705	Alice "[what]"
Morning1Dorms_cefe7d3b	Alice	I hope you're all rested and ready. Today is a busy day.	game/script.rpy	706	Alice "[what]"
Morning1Dorms_1447a3fa	Alice	You are going to be planting the materials you'll be using for your potion exam.	game/script.rpy	707	Alice "[what]"
Morning1Dorms_e27bbd69	Alice	When you're ready, please make your way to the Greenhouse.	game/script.rpy	709	Alice "[what]"
Morning1Dorms_d7b704f3	Alice	Don't dawdle.	game/script.rpy	710	Alice "[what]"
Morning1Dorms_774e02a4	Narrator	She turns and leaves. You look around, a few opening the curtains around their beds to investigate.	game/script.rpy	712	Narrator "[what]"
Morning1Dorms_cd151b71	Rex	What are we, gardeners now?	game/script.rpy	713	Rex "[what]"
Morning1Dorms_f26c8d03	Tao	Well, if you get placed in a small town, you might not have access to rare herbs... so I suppose so.	game/script.rpy	714	Tao "[what]"
Morning1Dorms_fae0674c	Xander	It'll be fine.	game/script.rpy	715	Xander "[what]"
Morning1Dorms_2ecd8085	Tao	Are we going to be graded on the planting itself or...	game/script.rpy	716	Tao "[what]"
Morning1Dorms_03d9495f	Melody	I'd imagine so. Half of the quality of a potion is in it's components.	game/script.rpy	717	Melody "[what]"
Morning1Dorms_bc725659	Rex	Fuck me, I'm surrounded by--	game/script.rpy	718	Rex "[what]"
Morning1Dorms_09feb27e	Aria	Morning everyone... did I hear Alice just now?	game/script.rpy	719	Aria "[what]"
Morning1Dorms_b42cd454	Tao	It's the first day... if we're planting the herbs now are we expected to make them usable within seven days? What day is the potion exam?	game/script.rpy	723	Tao "[what]"
Morning1Dorms_07312973	Melody	We're {i}Mages{/i}, I'm sure we'll figure out a way.	game/script.rpy	724	Melody "[what]"
Morning1Dorms_85cbfd84	Xander	Maybe Aria knows a few spells... you kept flowers in the Scholomance, didn't you?	game/script.rpy	725	Xander "[what]"
Morning1Dorms_7f5ab2f9	Aria	Just the dangly ones. They're easy to keep.	game/script.rpy	726	Aria "[what]"
Morning1Dorms_23aacfe4	Narrator	You watch Tao's face crimp as Aria shrugs.	game/script.rpy	728	Narrator "[what]"
Morning1Dorms_29bf2cd2	Narrator	The Scholomance is beneath the Great Lake. There's no sunlight. The temperature and light is controlled by complex spells...	game/script.rpy	729	Narrator "[what]"
Morning1Dorms_3ab467b5	Narrator	You wonder whether Aria took that into account when she kept her flowers, or whether she never needed to.	game/script.rpy	730	Narrator "[what]"
Morning1Dorms_d586907f	Rex	Screw it.	game/script.rpy	732	Rex "[what]"
Morning1Dorms_2065bf1c	Narrator	Rex stands up, pulling on his vest. You notice the tattos that creep up his neck -- hellflame.	game/script.rpy	734	Narrator "[what]"
Morning1Dorms_a0518848	Narrator	They look like burns, but the ink outlining it is thick enough to reassure you it isn't.	game/script.rpy	735	Narrator "[what]"
Morning1Dorms_d6ca06f0	Narrator	Without saying a word, he leaves the Dormitory.	game/script.rpy	736	Narrator "[what]"
Morning1Dorms_cd7c1872	Melody	I believe that's the first time he's ever been early to anything. That can't be a good sign.	game/script.rpy	738	Melody "[what]"
Morning1Dorms_40e1cdf7	Aria	He probably just wants to stand out in the sunlight.	game/script.rpy	739	Aria "[what]"
Morning1Dorms_72b7d78b	Aria	It's nice, isn't it? After all these years.	game/script.rpy	740	Aria "[what]"
Morning1Dorms_4e5812da	Xander	I didn't even know I missed it.	game/script.rpy	741	Xander "[what]"
Morning1Dorms_7d37123b	Melody	I guess...	game/script.rpy	742	Melody "[what]"
Morning1Dorms_6230f7ee	Melody	I didn't notice it. I suppose it won't feel real until I {i}know{/i} we're not going back to the Scholomance.	game/script.rpy	745	Melody "[what]"
Morning1Dorms_27c58669	Tao	There's not much of a chance of {i}us{/i} going back.	game/script.rpy	746	Tao "[what]"
Morning1Dorms_339a768a	Melody	You never know, Tao.	game/script.rpy	747	Melody "[what]"
Morning1Dorms_087eacc6	Xander	I grew up on a farm.	game/script.rpy	750	Xander "[what]"
Morning1Dorms_20eeab20	Melody	What did you see?	game/script.rpy	755	Melody "[what]"
Morning1Dorms_e78af008		It looked like Alice's doll.	game/script.rpy	758	"[what]"
Morning1Dorms_2c6719ea	Melody	Maybe one of them got trapped under there...	game/script.rpy	759	Melody "[what]"
Morning1Dorms_10703e3f	Melody	Are they autonomous?	game/script.rpy	760	Melody "[what]"
Morning1Dorms_995ca5d2	Tao	I doubt it.	game/script.rpy	761	Tao "[what]"
Morning1Dorms_e48cfa10	Aria	Maybe talk to Alice about it.	game/script.rpy	762	Aria "[what]"
Morning1Dorms_ac87d1ba	Xander	Don't do that. Being out past curfew will get you shipped back to the Scholomance.	game/script.rpy	763	Xander "[what]"
Morning1Dorms_717506df	Aria	Ah... right.	game/script.rpy	764	Aria "[what]"
Morning1Dorms_a41d282b	Melody	It's probably nothing.	game/script.rpy	765	Melody "[what]"
